archdesc-bioghist-blockquote-p,8
archdesc-dsc-c01-c02-c03-c04-accessrestrict-p,273
archdesc-dsc-c01-scopecontent-p-genreform,66
archdesc-separatedmaterial-list-item-list-item-persname,1
archdesc-separatedmaterial-list-item-list-item-list-item,317
archdesc-dsc-c01-c02-controlaccess-geographic,1
archdesc-dsc-c01-scopecontent-p-corpname,209
archdesc-relatedmaterial-p-corpname,2
archdesc-bioghist-p-list-item-list-item-list-item-list-item-title,28
archdesc-dsc-c01-c02-c03-arrangement-list-item,4
archdesc-dsc-c01-arrangement-list-item,502
archdesc-dsc-c01-c02-scopecontent-list-item,53
archdesc-dsc-c01-c02-c03-c04-c05-c06-bioghist-p-title,3
archdesc-dsc-c01-arrangement-p-em,3
archdesc-separatedmaterial-archref,11
archdesc-separatedmaterial-p-emph-emph,67
archdesc-scopecontent-list-item-bibref-title,5
archdesc-dsc-c01-scopecontent-p-list-item-persname,15
archdesc-arrangement-p-list-item-date,26
archdesc-accessrestrict-p-note,1
archdesc-dsc-c01-c02-c03-scopecontent-list-item-persname,60
archdesc-separatedmaterial-p-archref,10
archdesc-dsc-c01-c02-c03-c04-c05-c06-bioghist-p,4
archdesc-scopecontent-p-excised,1
archdesc-dsc-c01-controlaccess-title,1362
archdesc-dsc-c01-c02-c03-c04-scopecontent-p-corpname,54
archdesc-separatedmaterial-note-p-list-item-title,14
eadheader-filedesc-titlestmt-sponsor,47
archdesc-scopecontent-head,6
archdesc-dsc-c01-c02-c03-c04-c05-c06-c07-c08-did-physdesc,175
archdesc-bioghist-div-note-span,15
archdesc-dsc-c01-c02-arrangement-p-list-item,18
archdesc-dsc-c01-did-unitid,46256
archdesc-dsc-c01-c02-c03-c04-controlaccess-persname,6173
archdesc-scopecontent-p-name,2
archdesc-bioghist-bioghist-bioghist-head,3
archdesc-dsc-c01-c02-accessrestrict-p,34
archdesc-relatedmaterial-archref,717
archdesc-dsc-c01-scopecontent-list-item-emph,2
archdesc-relatedmaterial-list-item-persname,5
archdesc-arrangement-p-emph,5
archdesc-dsc-c01-c02-c03-c04-c05-dao,485
archdesc-did-repository-address-addressline,19094
archdesc-arrangement-p-em,23
archdesc-scopecontent-p-list-item-genreform,2
archdesc-scopecontent-list-item-expan,29
archdesc-dsc-c01-c02-bioghist-p-title,17
archdesc-bioghist-p-list-item-list-item-title,7
archdesc-dsc-c01-controlaccess-persname,4169
archdesc-dsc-c01-c02-c03-c04-c05-c06-c07-c08-c09-c10-did-unitid,32
archdesc-processinfo-p-name,478
archdesc-bioghist-p-title-emph,17
archdesc-bioghist-p-chronlist-chronitem-event,855
archdesc-dsc-c01-c02-bioghist-p,136
archdesc-dsc-c01-scopecontent-p-geogname,8
archdesc-arrangement-p-title,19
archdesc-scopecontent-note-p,2
archdesc-userestrict-p,1833
archdesc-dsc-c01-c02-scopecontent-p-em-em,3
archdesc-dsc-c01-c02-c03-did-note-p-br,133
archdesc-did-repository-corpname,9547
archdesc-bioghist-p-note-p,7
archdesc-dsc-c01-c02-c03-c04-originalsloc-p,49
archdesc-dsc-c01-c02-c03-scopecontent-p-persname,328
archdesc-dsc-c01-c02-controlaccess-persname,24617
archdesc-dsc-c01-c02-c03-c04-c05-controlaccess-persname,57
archdesc-controlaccess-occupation,3510
archdesc-did-physloc,937
archdesc-bioghist-p-list-item,30
archdesc-arrangement-list-item-item,21
archdesc-accessrestrict-p,1718
archdesc-processinfo-p,2860
archdesc-custodhist-p-title,3
archdesc-dsc-c01-c02-did-unittitle,269329
archdesc-dsc-c01-scopecontent-p-list-item-title,28
archdesc-arrangement-p-list-item-list-item-famname,2
archdesc-bioghist-chronlist-chronitem-event-geogname,1
archdesc-dsc-c01-c02-c03-c04-c05-c06-c07-c08-did-physdesc-extent,1
archdesc-dsc-c01-c02-did-origination-corpname,506
archdesc-dsc-c01-c02-did-unitdate,191247
eadheader-filedesc-publicationstmt-address-addressline,19094
archdesc-dsc-c01-c02-c03-c04-c05-c06-c07-c08-c09-did-unittitle,483
archdesc-bioghist-p-chronlist-chronitem-date,915
archdesc-custodhist-p-persname,1
archdesc-dsc-c01-scopecontent-p-persname,1691
archdesc-bioghist-list-item-emph,2
archdesc-scopecontent-chronlist-chronitem-event,30
archdesc-relatedmaterial-list-item-title,4
archdesc-dsc-c01-c02-c03-c04-c05-did-physdesc-extent,764
archdesc-bioghist-bioghist-p-title,16
archdesc-dsc-c01-acqinfo-p,14
archdesc-relatedmaterial-list-item-date,4
archdesc-separatedmaterial-list-item-persname,84
archdesc-custodhist-p,1153
archdesc-dsc-c01-c02-c03-c04-c05-c06-c07-c08-c09-did-unitdate,46
archdesc-dsc-c01-c02-c03-did-physdesc-genreform,7
archdesc-did-abstract-loss,1
archdesc-bibliography-list-item,1
archdesc-did-unitdate,9949
archdesc-did-origination-corpname,1119
archdesc-bioghist-bioghist-p-emph,4
archdesc-scopecontent-list-item-persname-emph,1
archdesc-dsc-c01-scopecontent-note-p,8
archdesc-dsc-c01-c02-c03-c04-c05-scopecontent-p-geogname,1
archdesc-bioghist-p-emph,397
archdesc-dsc-c01-c02-scopecontent-p-corpname,185
archdesc-dsc-c01-c02-c03-controlaccess-genreform,621
archdesc-dsc-c01-c02-bibliography-p-br,527
archdesc-dsc-c01-c02-custodhist-p,782
archdesc-dsc-c01-arrangement-p-list-item,228
archdesc-separatedmaterial-list-item-list-item-title,1406
archdesc-dsc-c01-c02-c03-c04-c05-scopecontent-p-em,9
archdesc-dsc-c01-c02-scopecontent-p-list-item,1069
archdesc-bioghist-p,10245
archdesc-dsc-c01-c02-scopecontent-p-genreform,83
archdesc-dsc-c01-c02-c03-did-langmaterial,16
archdesc-dsc-c01-scopecontent-p-p-title,71
archdesc-dsc-c01-c02-c03-scopecontent-p-title-date,7
archdesc-dsc-c01-c02-c03-c04-controlaccess-genreform,6
archdesc-did-physdesc-physfacet,349
archdesc-altformavail-blockquote-p-?,1
archdesc-dsc-c01-c02-did-physdesc-corpname,1
archdesc-custodhist-?,3
archdesc-separatedmaterial-p-em,31
